text,category,risk_level,language,source_type
NOTICE: Customer notice: Your SIM replacement request for number ending 95230 is in progress in Indore. SMS 'YES' to 121 to confirm physical swap.,sim_swap,high,en-IN,curated_scam
"Immediate Attention: Netflix subtitle testing job: Watch web series and find typos. Rs 4,000 per episode. Register candidate #31736 now: https://netflix-careers31736.site",job_offer_scam,medium,en-IN,curated_scam
अंतिम रिमाइंडर: गैस सब्सिडी: उपभोक्ता #78217 अपने बैंक खाते में एलपीजी सब्सिडी प्राप्त करने के लिए आधार कार्ड तुरंत लिंक करें: https://lpg-kyc78217.org,phishing_link,high,hi-IN,curated_scam
जोमैटो: आपका भोजन तैयार है और डिलीवरी पार्टनर Rajesh Gupta आपके पते के लिए निकल चुका है ऑर्डर #36086 लेकर।,benign,safe,hi-IN,authentic_transaction
"NOTICE: Congratulations! iPhone 15 Pro Max won in festive scratch contest #77687! Pay delivery customs charges of Rs 1,499 at https://claim-iphone77687.top",lottery_prize,medium,en-IN,curated_scam
अंतिम रिमाइंडर: दूरसंचार विभाग नोटिस: सिम कार्ड #20730 का बायोमेट्रिक सत्यापन लंबित है। सिम बंद होने से बचाने के लिए प्राप्त एक्टिवेशन ओटीपी साझा करें।,sim_swap,high,hi-IN,curated_scam
"सावधान: कूरियर ओवरचार्ज रिफंड: पार्सल #76232 की अधिक ली गई डिलीवरी राशि ₹2,000 वापस पाने के लिए BHIM UPI पर रिवर्स रिक्वेस्ट स्वीकार करें।",fake_refund,high,hi-IN,curated_scam
"WARNING: Amazon customer: Your return request for order #14816 has been processed. To receive Rs 20,000 in your PNB account, accept the reverse transaction.",fake_refund,high,en-IN,curated_scam
"Warning: Loan app ka due payment Rs 25,000 abhi bharein file #84121 ka warna aapki morphed photos family aur WhatsApp contacts ko bhejenge Ahmedabad me.",loan_scam,medium,hi-Latn,curated_scam
"Savdhan Rahe: TCS me work from home job mili hai candidate #86962. Company laptop lene ke liye courier charges Rs 3,500 pay karein.",job_offer_scam,medium,hi-Latn,curated_scam
"URGENT: High Court Legal Notice: Contempt of court proceedings initiated for case #47067. Pay fine of Rs 45,000 before 5 PM to dismiss warrant.",voice_phishing,high,en-IN,curated_scam
"Priority: Flipkart refund failed for order #20521. Please scan this attached QR code and input UPI PIN to initiate instant refund of Rs 10,000.",upi_collect_scam,high,en-IN,curated_scam
"Savdhan Rahe: Police Control Room: Aapka beta Sanjay Singhania accident me pakda gaya hai Chandigarh me. Case settle karne ke liye turant Rs 30,000 bhejein media aane se pehle.",voice_phishing,high,hi-Latn,curated_scam
"तत्काल सूचना: ग्राहक सूचना: ₹10,000 का भुगतान प्राप्त करने के लिए अपने Paytm ऐप पर कलेक्ट अनुरोध को पिन डालकर तुरंत अनुमति दें।",upi_collect_scam,high,hi-IN,curated_scam
Aakhri Chetawani: Airtel data alert: Mobile #2133 ka 100% daily data khatam ho gaya hai. Speed 64Kbps ho gayi hai. 1GB add-on karein.,benign,safe,hi-Latn,authentic_transaction
"Important Update: Crime Branch Cyber Cell: Aapke Axis Bank account #8045 se Rs 85 Lakhs ka illegal transaction hua hai. Verification ke liye bail bond Rs 50,000 transfer karein.",voice_phishing,high,hi-Latn,curated_scam
सावधान: टाइपिंग जॉब: मोबाइल पर प्रति पेज ₹100 कमाएं। सॉफ्टवेयर एक्टिवेशन फीस ₹750 का भुगतान करके आज ही काम शुरू करें। प्रोजेक्ट #47661।,job_offer_scam,medium,hi-IN,curated_scam
"सतर्कता अलर्ट: कानूनी नोटिस: ऋण राशि ₹2,000 का भुगतान न करने पर Chandigarh में आपके विरुद्ध पुलिस में गैर-जमानती वारंट जारी हो रहा है। समझौता करने के लिए कॉल करें।",loan_scam,medium,hi-IN,curated_scam
"प्रिय ग्राहक, फ्लिपकार्ट पर आपका ऑर्डर #45113 रद्द हो गया है। ₹1,200 का रिफंड पाने के लिए इस लिंक पर क्लिक करें: https://refund-desk45113.com",fake_refund,high,hi-IN,curated_scam
अंतिम चेतावनी: टाइपिंग जॉब: मोबाइल पर प्रति पेज ₹100 कमाएं। सॉफ्टवेयर एक्टिवेशन फीस ₹750 का भुगतान करके आज ही काम शुरू करें। प्रोजेक्ट #51935।,job_offer_scam,medium,hi-IN,curated_scam
"Immediate Attention: Your Airtel broadband bill for account 11506 in Bhopal is generated. Total due: Rs 250,000. Pay via Airtel Thanks app to avoid interruption.",benign,safe,en-IN,authentic_transaction
"IMPORTANT: Dear SBI user, your request for Cheque Book dispatch for account #26381 has been accepted. Tracking no #CK26381. Will arrive in 3 working days.",benign,safe,en-IN,authentic_transaction
"Broadband security deposit refund of Rs 3,200 for account #96340 is ready. Accept reverse collect request in BHIM UPI to receive.",fake_refund,high,en-IN,curated_scam
"Chetawani: MobiKwik par collect request accept karein aur 6-digit PIN enter karein Rs 10,000 receive karne ke liye. Ref #92424.",upi_collect_scam,high,hi-Latn,curated_scam
महत्वपूर्ण सूचना: फेडएक्स कूरियर सुरक्षा विंग Pune: आपके आधार नंबर #78444 से जुड़े पार्सल में गैरकानूनी सामग्री पाई गई है। मामला सीबीआई को सौंप दिया गया है।,voice_phishing,high,hi-IN,curated_scam
Income Tax raid officer Pooja Mishra: Aapke ghar police team bheji ja rahi hai tax evasion case #94491 me. Bachne ke liye Skype video interrogation par aayein.,voice_phishing,high,hi-Latn,curated_scam
Savdhan Rahe: Aapka Union Bank of India account freeze ho chuka hai KYC expire hone par. Click karke activate karein https://unionban-activate93142.com,phishing_link,high,hi-Latn,curated_scam
"WARNING: Govt PM Svanidhi Loan: Rs 35,000 loan approved for applicant #37621. Transfer NOC certificate fee Rs 1,800 to government treasury officer Rajesh Gupta.",loan_scam,medium,en-IN,curated_scam
"महत्वपूर्ण सूचना: फोनपे अलर्ट: मोबाइल #4762 के विफल रिचार्ज का ₹25,000 रिफंड तैयार है। खाते में प्राप्त करने के लिए लिंक पर क्लिक करें: https://phonepe-refund4762.site",fake_refund,high,hi-IN,curated_scam
उच्चतम न्यायालय प्रवर्तन निदेशालय: आप 24 घंटे की डिजिटल निगरानी में हैं केस #30732 के तहत। कॉल काटने पर स्थानीय पुलिस आपके घर पहुंचेगी।,voice_phishing,high,hi-IN,curated_scam
URGENT: Happy birthday Alok Pandey! Wishing you a fantastic year ahead filled with joy and success. See you in Kolkata soon.,benign,safe,en-IN,authentic_transaction
"Bajaj Finance Limited: Instant personal loan of Rs 45,000 credited for customer #88849. Download loan agreement app: https://bajaj-fast-credit88849.com",loan_scam,medium,en-IN,curated_scam
"Savdhan Rahe: Paytm customer care: Aapka Rs 6,500 ka cashback account me transfer karne ke liye mobile par aaya OTP confirm karein.",otp_scam,high,hi-Latn,curated_scam
WARNING: Postal Department Legal Cell Chandigarh: Seized parcel #35646 contains 16 ATM cards and fake PAN. CBI team dispatched to your location.,voice_phishing,high,en-IN,curated_scam
Chetawani: BSNL 5G SIM activation for #41411: Number chalu rakhne ke liye 59059 par 'UPG 41411' send karein turant.,sim_swap,high,hi-Latn,curated_scam
Important Update: Aapka duplicate eSIM request #ES82276 mila hai number 82276 par. Agar aapne nahi kiya to turant call karein warna SIM 2 ghante me band ho jayega.,sim_swap,high,hi-Latn,curated_scam
"Zaroori Suchna: Crime Branch Cyber Cell: Aapke Axis Bank account #26173 se Rs 85 Lakhs ka illegal transaction hua hai. Verification ke liye bail bond Rs 50,000 transfer karein.",voice_phishing,high,hi-Latn,curated_scam
Savdhan Rahe: Binance USDT trading robot for account #15843: 15% weekly profit automated system. Paisa lagayein aur tension free kamayein.,investment_scam,high,hi-Latn,curated_scam
"IMPORTANT: Shoppers Stop Lucky Customer award: Winner #63149 won gold voucher worth Rs 45,000. Call manager Pooja Mishra at 9363149 within 2 hours to redeem before expiry.",lottery_prize,medium,en-IN,curated_scam
तत्काल सूचना: जियो ई-सिम सेटअप मोबाइल #95626: दूसरे फोन पर ईमेल से आया बारकोड स्कैन करें और प्रोफाइल डाउनलोड स्वीकार करके सिम अपग्रेड पूरा करें।,sim_swap,high,hi-IN,curated_scam
"EPFO Helpdesk: To credit your PF withdrawal claim of Rs 35,000 for UAN #16962, disclose the Aadhaar authentication OTP.",otp_scam,high,en-IN,curated_scam
आवश्यक सूचना: इंडिया पोस्ट: आपका स्पीड पोस्ट पार्सल #IN35021 गलत पते के कारण रोका गया है। पता अपडेट करें और ₹25 शुल्क भरें: https://indiapost-update35021.com,phishing_link,high,hi-IN,curated_scam
